x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,class,constraint
0.3484332802685788,0.7116279130791682,-0.2345022117532095,0.4833973229097097,-0.20182887995467927,0.5771423869420437,-0.9545478415149009,0.964050773209144,-0.29668497510281816,0.6678933280421662,-0.6740171800951092,0.3173628960310079,-1.097632559409941,0.400167920366789,-0.9900391404916077,0.748649729296629,-0.7688357810258417,0.3559898149516397,-0.5748378416833698,0.3831091610344998,-0.5900117368451347,0.010811921613818498,-0.7909099488566732,0.29754950839428873,-0.8681295245894769,-0.25343666529077535,-0.714556528247676,-0.2876960707698146,-0.6172311353465167,0.12351451477030666,-1.0552647555014505,-0.31303491077779905,-0.9996096159502582,0,0
0.3484332802685788,0.7216883850257925,-0.527146856517247,0.6336505206098044,-1.0385104460837542,-1.3397333978107366,-2.029529775634166,0.964050773209144,-0.46847944520280227,0.058322694263734175,-1.6839272282278634,-0.09145333909033986,-1.5994904640432464,-1.3209771883515893,-2.2856187905478436,-0.529817489760287,-1.2466020872566281,-0.04537000034684776,-1.8828529479426321,-0.7696428660411241,-0.8914925381020609,-0.9014439645521151,-0.5687753502771657,-1.0372062519685754,-0.3836477029220693,-1.4484961384443384,-0.20840064955557466,-0.9884963514414624,-0.17365575826161456,-0.9085887659822269,-0.1154159369981687,-0.9319047001198878,-0.08229004547743628,1,0
0.3484332802685788,0.7216883850257925,-1.1260475248715565,0.7684931339304021,1.9213864190274148,0.3291478527534549,-2.1526046303454947,-1.01094424465904,-0.37533786502811206,-0.846258800177146,-0.31376870601168194,-0.6451257205145273,-0.1890269175536737,-2.0618979437089657,0.16134446082312495,0.257679428442072,-0.7849629137256151,-2.173696351591019,-1.0050551996417998,-1.7023539078914867,1.9165305659127698,-0.6012288456502352,0.10901996333722874,1.045428222371925,1.9265034223456914,-0.04973334600323613,1.947313596384886,1.0808642788296565,-0.34122867849368876,-0.1673668852380474,1.9573211876262884,-1.2901977360547812,2.1073025889378774,1,0
0.3484332802685788,0.7216883850257925,-0.15510250193350938,0.6548400741316125,-0.11055452728605293,0.7539909482076768,-0.6776294184144105,0.5137519091351981,-0.7147871794425384,0.09208899759256864,-0.7246138758933435,0.2626394629832684,-0.2031922616360654,-0.00020540706235247852,-0.7562667584409885,0.23823506009139642,-0.43218188591807233,0.14651517031378375,-0.2970293235398096,-0.4543602603452269,-0.7040333219358953,-0.5630799631378415,-0.8953321960521683,-0.6286428804437558,-1.1438508865140178,-0.7927654534996885,-0.8420058502205073,-0.6163592296952276,-1.1712074951725502,-0.7175883286273437,-1.1547093400318806,-0.757548196001838,-1.435817523587684,0,0
0.3484332802685788,-1.2441278333445949,-0.1142683654548065,-1.348535895202982,-0.5104231199295589,-1.1344264473759214,-0.45647928885499095,-0.7206199770324169,-0.23873021410523315,-0.7787261935194772,-0.44127237942323205,-0.6451257205145273,-0.1890269175536737,-0.5984644020714144,-0.49409212436552735,-0.6237986034552188,-0.19833846177135825,-0.7601422610577002,-0.05780532180507721,-0.5233283303412044,0.055466388922899276,-0.5763491396638915,0.126107240151037,-0.6251804789901557,0.11068131024264335,-1.1128706695229644,0.2941138199373029,-0.7954719565170135,0.06883211454479866,-0.6177073659738728,0.007427373304127443,-0.6694119411729338,0.22562141873721722,1,0
0.3484332802685788,0.6733981196819958,-0.34112467922537826,0.664471689368798,-0.7038378196321242,0.7682201427922679,-0.7757046932625007,0.6875514707075983,-0.9403967847545659,0.5719259396339,-1.2832013975058485,0.6135132395834805,-1.2170261738186707,0.6164615570239115,-1.4969100997041656,0.31925326155254435,-1.365539690917457,0.03138406791740483,-1.373537331346105,0.04319510176861076,-1.4963867098547394,-0.07212043167399362,-1.4060519141537708,-0.2910587387177395,-1.4668387676256227,-0.7850053270506394,-1.3754722979067868,-0.5781021424129045,-1.5694396114887732,-0.6930561623615789,-1.5778362977397895,-0.9338207056596466,-1.7629734543157536,0,1
-2.869989913791189,-1.2904060042990666,-0.10065698662857218,-1.1578299135067083,-0.25181245403511754,0.9145775728052055,-2.1526046303454947,-1.01094424465904,-0.37533786502811206,-2.6234326595894846,-2.337636537941049,-0.6451257205145273,-0.1890269175536737,-0.5279005206088071,-0.15544988868472365,1.001426517855411,2.0231740676224255,-2.173696351591019,-1.8828529479426321,-0.5528860746251948,-0.01603867291367934,-0.6012288456502352,0.10901996333722874,1.045428222371925,2.109661184195565,0.8892419543317063,1.947313596384886,-0.6580942340032165,0.05503199170215726,1.134590224437899,1.9573211876262884,-0.6694119411729338,-0.030971468108327366,1,0
0.3484332802685788,0.6492529870100975,-0.2639935325433838,0.7684931339304021,-0.5625798928830597,0.9145775728052055,-0.6391685263171202,0.964050773209144,-1.1246101322111755,0.7994041936386793,-1.196175080732886,0.8758638156652901,-1.0126404949155907,0.8588331498737366,-1.1691918071098393,0.9738803293586205,-0.7043272502267481,0.7765381473161905,-1.2269161689925596,0.6836128945884019,-1.1871756316425075,0.5531895121161099,-1.1098724493810943,0.7874793140787124,-1.14778976311294,0.06666855073250043,-1.1424221091564666,-0.21639877174366684,-1.204722079218965,0.1725788473018363,-1.4120953235224059,0.07591421379323504,-1.6004646259802418,0,0
0.3484332802685788,-1.328635797696239,-0.29348485333355817,-1.1578299135067083,-0.25181245403511754,-1.1181645107078173,-0.22956002548097798,-0.7838198176041988,-0.9300477202907115,-1.6584272539285847,-1.0868862178087,-0.6451257205145273,-0.1890269175536737,-1.0448576521935609,0.6878785175913423,-1.2200925662092683,0.3096662182715033,0.4439371848377626,0.472731778816305,-0.5528860746251948,-0.01603867291367934,-0.6012288456502352,0.10901996333722874,-0.9419902119945708,0.11462018684156537,-0.6511431458045424,0.08473279098193727,-0.6580942340032165,0.05503199170215726,-0.32682596596551866,0.4773517825557682,-0.8265243954331545,0.7837109476262767,1,0
0.3484332802685788,0.7216883850257925,0.051336743597710885,0.7684931339304021,-0.6516810466786235,0.9145775728052055,-0.7545512026089911,0.964050773209144,-1.267427221812367,0.9309150592351922,-1.1496261205985105,0.9032255321891599,-1.2392860002338577,0.8634351421430371,-1.4444751728890732,0.8264272026993311,-1.3332854255179103,0.5430778563457554,-1.3233774600146289,0.6064343400690936,-1.4905890021382602,0.4453774528419541,-1.4193420183422885,0.2819687018530882,-1.6145466400851984,-0.13509473694277643,-1.448300481891262,0.04270604666843127,-1.5950684110536788,-0.07449511294622353,-1.729928015256918,-0.22873066702841235,-1.9383119269935423,0,0
